Symbol	POL_number_unique_variants	POL_SNP_cum_AF	POL_SNP_cum_AC	POL_SNP_cum_AN	gnomAD_NFE_number_unique_variants	gnomAD_NFE_SNP_cum_AF	gnomAD_NFE_SNP_cum_AN	gnomAD_NFE_SNP_cum_AC	cum_AF_fold_change	fisher_p	fisher_p_corr	fisher_q
KCNQ1	0	0	0	2152	27	0.000495711	64598	32	-Inf	0.626368259711495	1175.69322347848	1
KCNV2	0	0	0	2152	9	0.0005265135	64598	34	-Inf	0.628201474768414	1179.13416814031	1
KCTD7	0	0	0	2152	1	0.0000154851	64598	1	-Inf	1	1877	1
KDM5B	0	0	0	2152	1	0.0000154885	64598	1	-Inf	1	1877	1
KERA	0	0	0	2152	3	0.0003439503	64598	22	-Inf	1	1877	1
KHDC3L	0	0	0	2152	3	0.0000774296	64598	5	-Inf	1	1877	1
KIAA0586	0	0	0	2152	6	0.0052027868	64598	336	-Inf	0.0000320641757240413	0.0601844578340255	0.00376152861462659
KIAA0753	0	0	0	2152	5	0.0001858567	64598	12	-Inf	1	1877	1
KIAA1109	1	0.000465116	1	2152	2	0.0000619632	64598	4	2.90810701238889	0.151138487767055	283.686941538762	1
KIF14	0	0	0	2152	1	0.0000154885	64598	1	-Inf	1	1877	1
KIF1A	0	0	0	2152	3	0.0000464617	64598	3	-Inf	1	1877	1
KIF1C	0	0	0	2152	2	0.0000309794	64598	2	-Inf	1	1877	1
KIF7	2	0.000929368	2	2152	9	0.0002633825	64598	17	1.81909047945368	0.123859333520701	232.483969018355	1
KIFBP	0	0	0	2152	1	0.0000929685	64598	6	-Inf	1	1877	1
KIRREL1	1	0.000464684	1	2152	1	0.00128539	64598	83	-1.46788427779929	0.528531748503008	992.054091940146	1
KISS1R	0	0	0	2152	4	0.0002013539	64598	13	-Inf	1	1877	1
KIZ	0	0	0	2152	10	0.0004491082	64598	29	-Inf	1	1877	1
KL	0	0	0	2152	2	0.0000464588	64598	3	-Inf	1	1877	1
KLC2	0	0	0	2152	1	0.0000619521	64598	4	-Inf	1	1877	1
KLHDC8B	1	0.00650558	14	2152	1	0.00806776	64598	521	-0.310490482199938	0.537476986945018	1008.8443044958	1
KLHL40	0	0	0	2152	4	0.000108419	64598	7	-Inf	1	1877	1
KLHL41	0	0	0	2152	1	0.000030978	64598	2	-Inf	1	1877	1
KLHL7	0	0	0	2152	2	0.0000309755	64598	2	-Inf	1	1877	1
KLKB1	0	0	0	2152	3	0.0002013366	64598	13	-Inf	1	1877	1
KNSTRN	1	0.000464684	1	2152	1	0.000139366	64598	9	1.73737132937828	0.279443124762769	524.514745179717	1
KPTN	0	0	0	2152	3	0.0011623433	64598	75	-Inf	0.18021314630784	338.260075619815	1
KRT14	0	0	0	2152	4	0.0001084296	64598	7	-Inf	1	1877	1
KRT25	0	0	0	2152	1	0.000077421	64598	5	-Inf	1	1877	1
KRT5	0	0	0	2152	2	0.0000309703	64598	2	-Inf	1	1877	1
KRT8	0	0	0	2152	1	0.000371678	64598	24	-Inf	1	1877	1
KYNU	0	0	0	2152	3	0.0001549436	64598	10	-Inf	1	1877	1
L2HGDH	0	0	0	2152	5	0.000139476	64598	9	-Inf	1	1877	1
LACC1	0	0	0	2152	1	0.0000154923	64598	1	-Inf	1	1877	1
LAMA1	0	0	0	2152	13	0.0006195168	64598	40	-Inf	0.640674187756305	1202.54545041858	1
LAMA2	4	0.001858736	4	2152	44	0.0013014497	64598	84	0.514202322140245	0.371488059539991	697.283087756563	1
LAMA3	1	0.000464684	1	2152	12	0.0002322964	64598	15	1.00028317458943	0.408085717019449	765.976890845506	1
LAMB2	0	0	0	2152	9	0.0001858739	64598	12	-Inf	1	1877	1
LAMB3	2	0.000929368	2	2152	22	0.0017192267	64598	111	-0.887437917510587	0.590883792000468	1109.08887758488	1
LAMC2	0	0	0	2152	6	0.0001402988	64598	9	-Inf	1	1877	1
LAMC3	0	0	0	2152	3	0.0000774412	64598	5	-Inf	1	1877	1
LARGE1	0	0	0	2152	1	0.0000154866	64598	1	-Inf	1	1877	1
LARP7	1	0.000932836	2	2152	4	0.0002637095	64598	17	1.82267392159873	0.123859333520701	232.483969018355	1
LARS1	0	0	0	2152	2	0.0000309809	64598	2	-Inf	1	1877	1
LARS2	0	0	0	2152	7	0.0004955155	64598	32	-Inf	0.626368259711495	1175.69322347848	1
LBR	0	0	0	2152	5	0.0000929891	64598	6	-Inf	1	1877	1
LCA5	0	0	0	2152	7	0.0001239954	64598	8	-Inf	1	1877	1
LCAT	0	0	0	2152	6	0.0002788388	64598	18	-Inf	1	1877	1
LCT	0	0	0	2152	1	0.0000154909	64598	1	-Inf	1	1877	1
LDHD	0	0	0	2152	1	0.000216806	64598	14	-Inf	1	1877	1
LDLRAP1	0	0	0	2152	7	0.0001242023	64598	8	-Inf	1	1877	1
LEPR	1	0.00139405	3	2152	1	0.00054193	64598	35	1.3631038881415	0.123104876824637	231.067853799844	1
LGI4	0	0	0	2152	4	0.000170372	64598	11	-Inf	1	1877	1
LHCGR	0	0	0	2152	4	0.0001858747	64598	12	-Inf	1	1877	1
LHFPL5	0	0	0	2152	1	0.000123908	64598	8	-Inf	1	1877	1
LIAS	0	0	0	2152	3	0.0000619675	64598	4	-Inf	1	1877	1
LIFR	0	0	0	2152	6	0.0001084406	64598	7	-Inf	1	1877	1
LIG4	0	0	0	2152	8	0.000604022	64598	39	-Inf	0.637984670785712	1197.49722706478	1
LIM2	0	0	0	2152	1	0.0000154899	64598	1	-Inf	1	1877	1
LINS1	0	0	0	2152	4	0.0000929214	64598	6	-Inf	1	1877	1
LIPA	0	0	0	2152	16	0.000402712	64598	26	-Inf	1	1877	1
LIPC	0	0	0	2152	1	0.0000154933	64598	1	-Inf	1	1877	1
LIPE	1	0.000464684	1	2152	2	0.0000774272	64598	5	2.58533759480144	0.178507578700088	335.058725220065	1
LIPH	0	0	0	2152	2	0.0001858234	64598	12	-Inf	1	1877	1
LIPN	0	0	0	2152	3	0.0001550609	64598	10	-Inf	1	1877	1
LIPT1	1	0.000464684	1	2152	4	0.0022766781	64598	147	-2.29260844699637	0.0972824004485851	182.599065641994	1
LIPT2	0	0	0	2152	3	0.0004646857	64598	30	-Inf	1	1877	1
LMAN1	0	0	0	2152	1	0.0000154866	64598	1	-Inf	1	1877	1
LMBRD1	1	0.000929368	2	2152	3	0.0011804469	64598	76	-0.345011270388324	1	1877	1
LMF1	0	0	0	2152	2	0.0000309707	64598	2	-Inf	1	1877	1
LMNA	0	0	0	2152	15	0.0002477663	64598	16	-Inf	1	1877	1
LMOD3	1	0.000464684	1	2152	2	0.0000619684	64598	4	2.9066453467487	0.151138487767055	283.686941538762	1
LNPK	0	0	0	2152	1	0.0000155125	64598	1	-Inf	1	1877	1
LONP1	0	0	0	2152	1	0.0000309741	64598	2	-Inf	1	1877	1
LOXHD1	2	0.001858734	4	2152	26	0.0019707761	64598	127	-0.0844435574160629	1	1877	1
LPIN1	0	0	0	2152	3	0.0000774315	64598	5	-Inf	1	1877	1
LPL	1	0.000464684	1	2152	11	0.0005265358	64598	34	-0.180281654871879	1	1877	1
LRAT	0	0	0	2152	3	0.0000619521	64598	4	-Inf	1	1877	1
LRBA	0	0	0	2152	7	0.0001241155	64598	8	-Inf	1	1877	1
LRIG2	0	0	0	2152	2	0.0000309837	64598	2	-Inf	1	1877	1
LRIT3	0	0	0	2152	3	0.0000774295	64598	5	-Inf	1	1877	1
LRMDA	0	0	0	2152	3	0.0004335558	64598	28	-Inf	1	1877	1
LRP2	0	0	0	2152	6	0.0001704638	64598	11	-Inf	1	1877	1
LRP4	0	0	0	2152	1	0.0000309684	64598	2	-Inf	1	1877	1
LRP5	0	0	0	2152	12	0.0003253504	64598	21	-Inf	1	1877	1
LRPPRC	0	0	0	2152	7	0.0001084349	64598	7	-Inf	1	1877	1
LRRC56	0	0	0	2152	1	0.000061954	64598	4	-Inf	1	1877	1
LRTOMT	0	0	0	2152	2	0.000046465	64598	3	-Inf	1	1877	1
LSS	0	0	0	2152	2	0.0000620011	64598	4	-Inf	1	1877	1
LTBP2	1	0.000929368	2	2152	4	0.0001858388	64598	12	2.32219822732077	0.0731543166242109	137.310652303644	1
LTBP3	0	0	0	2152	2	0.0000627087	64598	4	-Inf	1	1877	1
LTBP4	0	0	0	2152	1	0.000170316	64598	11	-Inf	1	1877	1
LTC4S	1	0.000464684	1	2152	1	0.00312887	64598	202	-2.75131984200315	0.0250255322012551	46.9729239417558	0.545197416187888
LYST	0	0	0	2152	4	0.0000774886	64598	5	-Inf	1	1877	1
LZTFL1	0	0	0	2152	2	0.0000309755	64598	2	-Inf	1	1877	1
LZTR1	1	0.000464684	1	2152	19	0.0005886236	64598	38	-0.341095415353205	1	1877	1
M1AP	1	0.00604089	13	2152	1	0.00399529	64598	258	0.59646089078649	0.163109348613747	306.156247348003	1
MADD	1	0.000464684	1	2152	1	0.000170331	64598	11	1.44790894346597	0.325162328663997	610.329690902322	1
MAK	0	0	0	2152	5	0.000232352	64598	15	-Inf	1	1877	1
MALT1	0	0	0	2152	1	0.0000309847	64598	2	-Inf	1	1877	1
MAN1B1	0	0	0	2152	7	0.0001239104	64598	8	-Inf	1	1877	1
MAN2B1	0	0	0	2152	16	0.0009396294	64598	61	-Inf	0.269118752274867	505.135898019925	1
MANBA	0	0	0	2152	7	0.0001549894	64598	10	-Inf	1	1877	1
MAP3K20	0	0	0	2152	1	0.0000154847	64598	1	-Inf	1	1877	1
MAPKBP1	0	0	0	2152	1	0.0000154847	64598	1	-Inf	1	1877	1
MAPT	0	0	0	2152	2	0.0000309703	64598	2	-Inf	1	1877	1
MARS1	0	0	0	2152	2	0.0000309737	64598	2	-Inf	1	1877	1
MARS2	0	0	0	2152	3	0.0000619382	64598	4	-Inf	1	1877	1
MARVELD2	1	0.000464684	1	2152	3	0.0002324092	64598	15	0.999582791362676	0.408085717019449	765.976890845506	1
MASP1	1	0.00557621	12	2152	3	0.0005730213	64598	37	3.28262422203089	0.0000000372869068507125	0.0000699875241587873	0.0000116645873597979
MBOAT7	0	0	0	2152	1	0.0000154847	64598	1	-Inf	1	1877	1
MBTPS1	0	0	0	2152	1	0.0000309761	64598	2	-Inf	1	1877	1
MC1R	0	0	0	2152	1	0.0000309703	64598	2	-Inf	1	1877	1
MC2R	1	0.000929368	2	2152	4	0.0006039875	64598	39	0.621731278684541	0.382770119253971	718.459513839704	1
MCCC1	1	0.0027881	6	2152	12	0.0005729791	64598	37	2.28272788559823	0.00244606214286472	4.59125864215707	0.0998099704816754
MCCC2	1	0.000464684	1	2152	11	0.0009912614	64598	64	-1.09301558179724	0.725578510502707	1361.91086421358	1
MCEE	0	0	0	2152	2	0.000728075	64598	47	-Inf	0.40711540692607	764.155618800233	1
MCM3AP	0	0	0	2152	3	0.0002322506	64598	15	-Inf	1	1877	1
MCM8	0	0	0	2152	5	0.0002013597	64598	13	-Inf	1	1877	1
MCM9	0	0	0	2152	1	0.0000154875	64598	1	-Inf	1	1877	1
MCOLN1	1	0.000464684	1	2152	12	0.0003717111	64598	24	0.322068200367433	0.559313230855569	1049.8309343159	1
MCPH1	0	0	0	2152	6	0.0003564288	64598	23	-Inf	1	1877	1
MDH2	0	0	0	2152	1	0.0000619329	64598	4	-Inf	1	1877	1
MECR	0	0	0	2152	2	0.0000929109	64598	6	-Inf	1	1877	1
MED17	0	0	0	2152	5	0.0001858467	64598	12	-Inf	1	1877	1
MED23	0	0	0	2152	4	0.0000929425	64598	6	-Inf	1	1877	1
MED25	0	0	0	2152	2	0.0000464973	64598	3	-Inf	1	1877	1
MEFV	1	0.000464684	1	2152	3	0.0008365423	64598	54	-0.848188521567714	1	1877	1
MEGF10	0	0	0	2152	5	0.000139364	64598	9	-Inf	1	1877	1
MEGF8	0	0	0	2152	1	0.0000154899	64598	1	-Inf	1	1877	1
MEI1	0	0	0	2152	1	0.0000464583	64598	3	-Inf	1	1877	1
MERTK	1	0.000464684	1	2152	9	0.0002943161	64598	19	0.658883506513475	0.480823708850821	902.506101512991	1
MESD	0	0	0	2152	1	0.0000154947	64598	1	-Inf	1	1877	1
MESP2	0	0	0	2152	2	0.0000464521	64598	3	-Inf	1	1877	1
MET	0	0	0	2152	1	0.0000154895	64598	1	-Inf	1	1877	1
METTL23	0	0	0	2152	3	0.00012391	64598	8	-Inf	1	1877	1
MFN2	0	0	0	2152	5	0.0006659517	64598	43	-Inf	0.404930193891774	760.053973934859	1
MFRP	1	0.000464684	1	2152	16	0.000650661	64598	42	-0.485656111730948	1	1877	1
MFSD2A	0	0	0	2152	1	0.0000154895	64598	1	-Inf	1	1877	1
MFSD8	2	0.000929368	2	2152	9	0.0002014962	64598	13	2.20549733948202	0.0826570463912132	155.147276076307	1
MGAT2	0	0	0	2152	2	0.0000464526	64598	3	-Inf	1	1877	1
MGP	1	0.000464684	1	2152	1	0.0000774641	64598	5	2.58465020373408	0.178507578700088	335.058725220065	1
MICOS13	0	0	0	2152	1	0.0000155304	64598	1	-Inf	1	1877	1
MICU1	0	0	0	2152	6	0.0003407567	64598	22	-Inf	1	1877	1
MIPEP	1	0.000464684	1	2152	0	0	64598	0	Inf	0.0322397003745318	60.5139176029962	0.605139176029962
MITF	0	0	0	2152	1	0.0000774234	64598	5	-Inf	1	1877	1
MKKS	0	0	0	2152	9	0.0003252292	64598	21	-Inf	1	1877	1
MKS1	1	0.000464684	1	2152	5	0.0001394052	64598	9	1.73696559416621	0.279443124762769	524.514745179717	1
MLC1	1	0.000464684	1	2152	7	0.0001703367	64598	11	1.44786066555918	0.325162328663997	610.329690902322	1
MLH1	0	0	0	2152	2	0.0000309707	64598	2	-Inf	1	1877	1
MLPH	0	0	0	2152	1	0.0000154861	64598	1	-Inf	1	1877	1
MLYCD	0	0	0	2152	3	0.0001241326	64598	8	-Inf	1	1877	1
MMAA	0	0	0	2152	12	0.0007434489	64598	48	-Inf	0.408495670180356	766.746372928528	1
MMAB	0	0	0	2152	8	0.0005155069	64598	33	-Inf	0.627114656566696	1177.09421037569	1
MMACHC	1	0.000464684	1	2152	18	0.0008362599	64598	54	-0.847701414265467	1	1877	1
MMADHC	0	0	0	2152	3	0.0000774478	64598	5	-Inf	1	1877	1
MMP1	0	0	0	2152	5	0.0003252367	64598	21	-Inf	1	1877	1
MMP13	0	0	0	2152	3	0.0002013458	64598	13	-Inf	1	1877	1
MMP2	0	0	0	2152	1	0.0000154861	64598	1	-Inf	1	1877	1
MMP20	0	0	0	2152	1	0.0000154875	64598	1	-Inf	1	1877	1
MMP21	0	0	0	2152	5	0.0008523405	64598	55	-Inf	0.425933854604776	799.477845093164	1
MMUT	0	0	0	2152	33	0.001084376	64598	70	-Inf	0.176173585500762	330.67781998493	1
MNS1	0	0	0	2152	1	0.000155087	64598	10	-Inf	1	1877	1
MOCOS	0	0	0	2152	1	0.0000154856	64598	1	-Inf	1	1877	1
MOCS1	1	0.000929368	2	2152	4	0.0002942531	64598	19	1.65919235647682	0.145961614274758	273.969949993721	1
MOCS2	0	0	0	2152	2	0.0002168341	64598	14	-Inf	1	1877	1
MOGS	0	0	0	2152	6	0.0002013045	64598	13	-Inf	1	1877	1
MPDU1	1	0.000465116	1	2152	4	0.000123909	64598	8	1.90830958953286	0.255435346417997	479.45214522658	1
MPDZ	1	0.000464684	1	2152	6	0.0002632951	64598	17	0.819569298175915	0.445645893014975	836.477341189109	1
MPI	0	0	0	2152	9	0.000449077	64598	29	-Inf	1	1877	1
MPIG6B	0	0	0	2152	3	0.0000929425	64598	6	-Inf	1	1877	1
MPL	1	0.000464684	1	2152	13	0.0009759254	64598	63	-1.07052090117942	0.7251612692587	1361.12770239858	1
MPLKIP	0	0	0	2152	2	0.0000464574	64598	3	-Inf	1	1877	1
MPO	4	0.01580316	34	2152	8	0.0129199716	64598	835	0.290610169781311	0.245194597006957	460.230258582058	1
MPV17	0	0	0	2152	8	0.0003716752	64598	24	-Inf	1	1877	1
MPZL2	2	0.004182158	9	2152	2	0.0011305156	64598	73	1.88726666731511	0.00130820554508659	2.45550180812753	0.0613875452031883
MRAP	0	0	0	2152	1	0.000139345	64598	9	-Inf	1	1877	1
MRE11	0	0	0	2152	8	0.0002479385	64598	16	-Inf	1	1877	1
MRPL12	0	0	0	2152	1	0.000061954	64598	4	-Inf	1	1877	1
MRPL3	0	0	0	2152	2	0.0000464617	64598	3	-Inf	1	1877	1
MRPL44	0	0	0	2152	1	0.00026328	64598	17	-Inf	1	1877	1
MRPS16	0	0	0	2152	2	0.0000464612	64598	3	-Inf	1	1877	1
MRPS2	0	0	0	2152	2	0.0000464665	64598	3	-Inf	1	1877	1
MRPS22	0	0	0	2152	4	0.0003562831	64598	23	-Inf	1	1877	1
MRPS25	0	0	0	2152	1	0.0000154923	64598	1	-Inf	1	1877	1
MRPS34	0	0	0	2152	2	0.0013512545	64598	87	-Inf	0.119935107523202	225.118196821051	1
MSH2	0	0	0	2152	2	0.0006702395	64598	43	-Inf	0.404930193891774	760.053973934859	1
MSH3	3	0.001394052	3	2152	18	0.0005888618	64598	38	1.24328338392515	0.145254733947543	272.643135619538	1
MSH6	1	0.000464684	1	2152	30	0.0007130848	64598	46	-0.617823681249052	1	1877	1
MTFMT	2	0.004646838	10	2152	7	0.0013318778	64598	86	1.80278762890879	0.00108223644885459	2.03135781450007	0.0534567845921072
MTHFR	0	0	0	2152	20	0.0006970323	64598	45	-Inf	0.405325979328576	760.796863199738	1
MTHFS	0	0	0	2152	2	0.0001238784	64598	8	-Inf	1	1877	1
MTMR2	0	0	0	2152	4	0.000061955	64598	4	-Inf	1	1877	1
MTO1	1	0.00232342	5	2152	7	0.0006505358	64598	42	1.83654961282731	0.0173292498446499	32.5270019584079	0.439554080519026
MTPAP	0	0	0	2152	1	0.0000309703	64598	2	-Inf	1	1877	1
MTR	0	0	0	2152	6	0.0002170949	64598	14	-Inf	1	1877	1
MTRFR	0	0	0	2152	3	0.0004491426	64598	29	-Inf	1	1877	1
MTRR	1	0.000464684	1	2152	10	0.0004182659	64598	27	0.151829586773009	0.600592233972006	1127.31162316545	1
MTTP	0	0	0	2152	9	0.0003253498	64598	21	-Inf	1	1877	1
MUSK	0	0	0	2152	4	0.0001239436	64598	8	-Inf	1	1877	1
MUTYH	4	0.003718336	8	2152	27	0.0085482395	64598	552	-1.20097018682019	0.011262978819393	21.1406112440007	0.339247583830684
MVK	0	0	0	2152	15	0.0006970853	64598	45	-Inf	0.405325979328576	760.796863199738	1
MYBPC1	0	0	0	2152	1	0.0000154837	64598	1	-Inf	1	1877	1
MYBPC3	0	0	0	2152	9	0.0002323517	64598	15	-Inf	1	1877	1
MYD88	0	0	0	2152	1	0.000541963	64598	35	-Inf	0.629605997875451	1181.77045801222	1
MYEF2	0	0	0	2152	3	0.00018609	64598	12	-Inf	1	1877	1
MYH3	0	0	0	2152	2	0.0000309737	64598	2	-Inf	1	1877	1
MYH7	1	0.000464684	1	2152	29	0.0006814215	64598	44	-0.552297496792648	1	1877	1
MYLK	0	0	0	2152	1	0.0000154851	64598	1	-Inf	1	1877	1
MYMK	0	0	0	2152	2	0.0000309785	64598	2	-Inf	1	1877	1
MYO15A	4	0.001858736	4	2152	27	0.0013016638	64598	84	0.513965005550744	0.371488059539991	697.283087756563	1
MYO18B	0	0	0	2152	2	0.000092944	64598	6	-Inf	1	1877	1
MYO1E	0	0	0	2152	2	0.0000309785	64598	2	-Inf	1	1877	1
MYO3A	1	0.000464684	1	2152	3	0.0002168823	64598	14	1.09933765292102	0.388362267551723	728.955976194585	1
MYO5A	0	0	0	2152	1	0.0000154899	64598	1	-Inf	1	1877	1
MYO5B	0	0	0	2152	7	0.0001858569	64598	12	-Inf	1	1877	1
MYO6	1	0.000464684	1	2152	6	0.0001559668	64598	10	1.57501100951382	0.302677143275063	568.124997927294	1
MYO7A	0	0	0	2152	62	0.0017038058	64598	110	-Inf	0.0533184436727701	100.078718773789	0.848662990765024
MYO9A	1	0.000929368	2	2152	2	0.00167281	64598	108	-0.847951715507465	0.589353765865759	1106.21701853003	1
MYORG	0	0	0	2152	2	0.0000619559	64598	4	-Inf	1	1877	1
MYPN	0	0	0	2152	1	0.0000154851	64598	1	-Inf	1	1877	1
NADK2	0	0	0	2152	1	0.0000155424	64598	1	-Inf	1	1877	1
NADSYN1	2	0.002323424	5	2152	3	0.0015950248	64598	103	0.542673598879817	0.402711498389539	755.889482477165	1
NAGA	2	0.0009298	2	2152	2	0.0000774444	64598	5	3.58568759915123	0.0195852764133734	36.7615638279018	0.477422906855868
NAGLU	2	0.000929368	2	2152	26	0.0012081481	64598	78	-0.378475441338959	1	1877	1
NAGS	0	0	0	2152	1	0.000092908	64598	6	-Inf	1	1877	1
NALCN	0	0	0	2152	7	0.0001084266	64598	7	-Inf	1	1877	1
NANS	0	0	0	2152	1	0.0000155101	64598	1	-Inf	1	1877	1
NARS1	0	0	0	2152	2	0.0015493642	64598	100	-Inf	0.0808035388002847	151.668242328134	1
NARS2	2	0.000929368	2	2152	6	0.0002633618	64598	17	1.81920386952686	0.123859333520701	232.483969018355	1
NAXD	0	0	0	2152	2	0.0001393698	64598	9	-Inf	1	1877	1
NAXE	0	0	0	2152	2	0.0000929161	64598	6	-Inf	1	1877	1
NBAS	3	0.001858736	4	2152	13	0.0030975969	64598	200	-0.73682753797237	0.424725727060318	797.210189692216	1
NBN	0	0	0	2152	17	0.0004027382	64598	26	-Inf	1	1877	1
NCAPD2	1	0.000929368	2	2152	1	0.000402626	64598	26	1.20680963200024	0.227875157423976	427.721670484803	1
NCAPD3	0	0	0	2152	1	0.0000464713	64598	3	-Inf	1	1877	1
NCAPG2	0	0	0	2152	1	0.0000464511	64598	3	-Inf	1	1877	1
NCF1	0	0	0	2152	2	0.0003690146	64598	24	-Inf	1	1877	1
NCF2	0	0	0	2152	5	0.0001238912	64598	8	-Inf	1	1877	1
NCF4	1	0.00139405	3	2152	4	0.0003408031	64598	22	2.03227194314934	0.0453924781390692	85.2016814670328	0.767582715919214
NCKAP1L	0	0	0	2152	2	0.0000464723	64598	3	-Inf	1	1877	1
NCR1	2	0.000929368	2	2152	5	0.0003252557	64598	21	1.51467563090218	0.168786641509713	316.812526113731	1
NDE1	1	0.000464684	1	2152	3	0.00010843	64598	7	2.09948599952886	0.230628052185011	432.888853951266	1
NDRG1	0	0	0	2152	1	0.0000154861	64598	1	-Inf	1	1877	1
NDST1	0	0	0	2152	1	0.0000154899	64598	1	-Inf	1	1877	1
NDUFA12	0	0	0	2152	1	0.0000154895	64598	1	-Inf	1	1877	1
NDUFA13	0	0	0	2152	1	0.0000154861	64598	1	-Inf	1	1877	1
NDUFA6	0	0	0	2152	2	0.0002632186	64598	17	-Inf	1	1877	1
NDUFA8	0	0	0	2152	1	0.000015489	64598	1	-Inf	1	1877	1
NDUFAF1	0	0	0	2152	3	0.0001858615	64598	12	-Inf	1	1877	1
NDUFAF2	0	0	0	2152	3	0.0001084661	64598	7	-Inf	1	1877	1
NDUFAF3	0	0	0	2152	2	0.0001548434	64598	10	-Inf	1	1877	1
NDUFAF5	0	0	0	2152	1	0.0000464713	64598	3	-Inf	1	1877	1
NDUFAF6	1	0.000464684	1	2152	8	0.0003562513	64598	23	0.38335469210007	0.54462685666164	1022.2646099539	1
NDUFAF8	0	0	0	2152	2	0.0012078785	64598	78	-Inf	0.184856407034492	346.975476003742	1
NDUFB3	1	0.000464684	1	2152	3	0.0020607019	64598	133	-2.14881394456296	0.136547307786714	256.299296715663	1
NDUFB8	0	0	0	2152	1	0.0000464756	64598	3	-Inf	1	1877	1
NDUFB9	1	0.000465116	1	2152	2	0.0001393514	64598	9	1.73886307284131	0.279443124762769	524.514745179717	1
NDUFS1	1	0.000464684	1	2152	6	0.000356236	64598	23	0.383416653159948	0.54462685666164	1022.2646099539	1
NDUFS2	0	0	0	2152	1	0.0000154851	64598	1	-Inf	1	1877	1
NDUFS3	0	0	0	2152	4	0.0001704677	64598	11	-Inf	1	1877	1
NDUFS4	0	0	0	2152	2	0.0000464972	64598	3	-Inf	1	1877	1
NDUFS6	0	0	0	2152	1	0.0000309924	64598	2	-Inf	1	1877	1
NDUFS7	0	0	0	2152	2	0.0001548505	64598	10	-Inf	1	1877	1
NDUFV1	0	0	0	2152	9	0.0005885806	64598	38	-Inf	0.635514997973828	1192.86165119688	1
NDUFV2	0	0	0	2152	4	0.0000774363	64598	5	-Inf	1	1877	1
NEB	2	0.001394052	3	2152	48	0.0016126004	64598	104	-0.210104608416885	1	1877	1
NECAP1	0	0	0	2152	1	0.0000154871	64598	1	-Inf	1	1877	1
NEK10	0	0	0	2152	1	0.0000309722	64598	2	-Inf	1	1877	1
NEK8	0	0	0	2152	3	0.0001238965	64598	8	-Inf	1	1877	1
NEK9	0	0	0	2152	3	0.0001084257	64598	7	-Inf	1	1877	1
NEMF	0	0	0	2152	1	0.0000464684	64598	3	-Inf	1	1877	1
NEU1	0	0	0	2152	12	0.0002478426	64598	16	-Inf	1	1877	1
NFASC	0	0	0	2152	1	0.0000154885	64598	1	-Inf	1	1877	1
NFU1	0	0	0	2152	1	0.000123908	64598	8	-Inf	1	1877	1
NGLY1	0	0	0	2152	7	0.0006039661	64598	39	-Inf	0.637984670785712	1197.49722706478	1
NHLRC1	0	0	0	2152	5	0.0003251911	64598	21	-Inf	1	1877	1
NHLRC2	1	0.00185874	4	2152	2	0.0002787676	64598	18	2.73719018300409	0.00495086337781846	9.29277056016525	0.185855411203305
NIN	0	0	0	2152	1	0.0000154828	64598	1	-Inf	1	1877	1
NIPAL4	1	0.000464684	1	2152	4	0.00142484	64598	92	-1.61647804743187	0.375862436827414	705.493793925056	1
NKX6-2	0	0	0	2152	2	0.0000468418	64598	3	-Inf	1	1877	1
NLRP7	0	0	0	2152	1	0.0000619694	64598	4	-Inf	1	1877	1
NME8	0	0	0	2152	2	0.0001239037	64598	8	-Inf	1	1877	1
NMNAT1	0	0	0	2152	13	0.001749879	64598	113	-Inf	0.0547018305353255	102.675335914806	0.85562779929005
NNT	0	0	0	2152	1	0.0000154866	64598	1	-Inf	1	1877	1
NPC1	1	0.000464684	1	2152	24	0.0013163941	64598	85	-1.50226958957687	0.531656047879129	997.918401869124	1
NPC2	0	0	0	2152	4	0.0002013422	64598	13	-Inf	1	1877	1
NPHP1	0	0	0	2152	8	0.0005114529	64598	33	-Inf	0.627114656566696	1177.09421037569	1
NPHP3	0	0	0	2152	17	0.0011152857	64598	72	-Inf	0.177209777321954	332.622752033308	1
NPHP4	2	0.0009298	2	2152	13	0.0003871939	64598	25	1.26386420183185	0.215902758034435	405.249476830635	1
NPHS1	2	0.000929368	2	2152	35	0.0017969294	64598	116	-0.951211851622741	0.595495492948096	1117.74504026358	1
NPHS2	2	0.002788108	6	2152	14	0.0006504302	64598	42	2.09982029686769	0.00429675208134605	8.06500365668653	0.16459191136095
NPR2	0	0	0	2152	3	0.0000464641	64598	3	-Inf	1	1877	1
NR1H3	0	0	0	2152	1	0.000495448	64598	32	-Inf	0.626368259711495	1175.69322347848	1
NR1H4	0	0	0	2152	1	0.000015502	64598	1	-Inf	1	1877	1
NR2E3	1	0.00232342	5	2152	15	0.0015961146	64598	103	0.541685730972999	0.402711498389539	755.889482477165	1
NRL	0	0	0	2152	1	0.00147173	64598	95	-Inf	0.0784659727086314	147.280630774101	1
NRXN1	0	0	0	2152	4	0.0000775359	64598	5	-Inf	1	1877	1
NSMCE2	0	0	0	2152	1	0.000325158	64598	21	-Inf	1	1877	1
NT5C2	0	0	0	2152	4	0.0001239446	64598	8	-Inf	1	1877	1
NT5C3A	0	0	0	2152	3	0.0000619479	64598	4	-Inf	1	1877	1
NT5E	0	0	0	2152	3	0.0001858894	64598	12	-Inf	1	1877	1
